1,2,26.35
3,4,25.893
5,2,23.579
6,7,21.048
8,9,20.329
10,6,20.328
10,7,20.328
11,12,18.832
13,14,18.479
15,16,18.41
17,18,18.061
19,20,17.879
8,21,17.583
12,22,17.308
11,22,16.98
9,21,16.863
17,21,16.441
19,14,15.399
23,24,15.308
25,14,15.224
23,26,14.784
24,26,14.784
27,28,14.75
27,22,14.736
21,14,13.857
29,30,13.181
31,14,12.783
32,30,12.51
5,33,12.27
11,34,12.026
31,30,11.65
35,36,11.229
37,38,10.524
39,40,10.272
19,39,10.164
41,42,10.087
30,14,10.034
5,38,9.933
27,38,9.658
32,14,9.592
36,2,9.499
43,4,9.355
43,3,9.355
39,20,9.106
35,2,9.102
15,44,8.759
44,45,8.759
17,2,8.599
37,28,8.419
2,14,8.333
18,2,8.248
41,14,8.148
46,43,8.132
47,37,8.132
47,28,8.132
20,21,7.855
39,14,7.794
15,45,7.749
8,48,7.654
31,40,7.643
14,49,7.514
37,12,7.438
12,28,7.438
27,47,7.438
21,2,7.324
31,21,7.23
47,12,7.151
47,50,6.776
27,12,6.745
35,41,6.622
13,29,6.59
9,42,6.351
34,26,6.298
2,33,5.617
10,40,5.313
51,48,5.262
25,31,5.044
29,14,5.009
10,2,4.708
25,21,4.659
41,2,4.64
50,46,4.518
41,20,4.483
1,33,4.454
2,40,4.418
47,52,4.376
18,14,4.164
16,2,4.124
20,45,4.046
41,31,3.956
47,5,3.921
15,2,3.854
14,33,3.837
1,40,3.822
29,5,3.789
40,45,3.682
5,52,3.682
1,45,3.596
5,40,3.478
14,45,3.39
32,18,3.381
1,14,3.338
32,1,3.311
5,45,3.252
32,15,3.197
31,18,3.127
1,18,3.127
32,21,3.066
31,1,3.057
32,5,3.03
15,18,3.013
5,14,2.974
31,15,2.942
15,1,2.942
5,18,2.845
21,1,2.812
31,5,2.775
15,21,2.697
5,15,2.661
5,21,2.53
